Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type,dew_point_approx,humid_x_precip_raw,Temperature_normalized,Humidity_normalized,Wind_Speed_normalized,Precipitation_pct_normalized,Atmospheric_Pressure_normalized,UV_Index_normalized,Visibility_km_normalized,dew_point_approx_normalized,humid_x_precip_raw_normalized,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,Location_coastal,Location_inland,Location_mountain,label_str,label_idx,split
21.0,57,2.5,45.0,partly cloudy,1007.93,1,Autumn,5.5,coastal,Cloudy,12.4,2565.0,0.34328358208955223,0.4625,0.05154639175257732,0.45,0.5207096143726977,0.07142857142857142,0.275,0.33567415730337075,0.2565,1,0,0,0,1,0,0,partly cloudy,3,train
74.0,100,18.0,76.0,partly cloudy,1010.82,6,Spring,4.0,coastal,Sunny,74.0,7600.0,0.7388059701492538,1.0,0.3711340206185567,0.76,0.5279510887268537,0.42857142857142855,0.2,0.7682584269662921,0.76,0,1,0,0,1,0,0,partly cloudy,3,train
40.0,21,5.5,7.0,clear,1010.93,7,Autumn,9.0,inland,Sunny,24.2,147.0,0.48507462686567165,0.0125,0.1134020618556701,0.07,0.5282267157783956,0.5,0.45,0.4185393258426966,0.0147,1,0,0,0,0,1,0,clear,0,train
35.0,42,6.0,11.0,clear,1024.48,5,Summer,7.5,coastal,Sunny,23.4,462.0,0.44776119402985076,0.275,0.12371134020618557,0.11,0.562178957127465,0.35714285714285715,0.375,0.4129213483146067,0.0462,0,0,1,0,1,0,0,clear,0,train
3.0,97,3.0,66.0,overcast,991.12,1,Winter,3.5,inland,Snowy,2.4,6402.0,0.208955223880597,0.9625,0.061855670103092786,0.66,0.4785887894961036,0.07142857142857142,0.175,0.26544943820224715,0.6402,0,0,0,1,0,1,0,overcast,2,train
23.0,83,9.5,90.0,overcast,1010.97,3,Winter,3.5,inland,Rainy,19.6,7470.0,0.3582089552238806,0.7875,0.1958762886597938,0.9,0.5283269437971385,0.21428571428571427,0.175,0.38623595505617975,0.747,0,0,0,1,0,1,0,overcast,2,train
19.0,74,6.5,37.0,overcast,1018.34,2,Winter,7.0,coastal,Cloudy,13.8,2738.0,0.3283582089552239,0.675,0.13402061855670103,0.37,0.5467939562504699,0.14285714285714285,0.35,0.3455056179775281,0.2738,0,0,0,1,1,0,0,overcast,2,train
32.0,71,14.0,24.0,partly cloudy,1000.28,4,Summer,6.0,mountain,Cloudy,26.2,1704.0,0.4253731343283582,0.6375,0.28865979381443296,0.24,0.501541005788168,0.2857142857142857,0.3,0.4325842696629213,0.1704,0,0,1,0,0,0,1,partly cloudy,3,test
4.0,57,7.0,62.0,partly cloudy,1045.58,9,Winter,13.5,inland,Cloudy,-4.6,3534.0,0.21641791044776118,0.4625,0.14432989690721648,0.62,0.6150492370142071,0.6428571428571429,0.675,0.21629213483146065,0.3534,0,0,0,1,0,1,0,partly cloudy,3,train
-8.0,82,13.0,90.0,overcast,985.99,1,Winter,1.0,mountain,Snowy,-11.6,7380.0,0.12686567164179105,0.775,0.26804123711340205,0.9,0.4657345460923601,0.07142857142857142,0.05,0.16713483146067412,0.738,0,0,0,1,0,0,1,overcast,2,train
16.0,82,27.5,81.0,overcast,995.65,3,Autumn,2.0,coastal,Rainy,12.4,6642.0,0.30597014925373134,0.775,0.5670103092783505,0.81,0.48993961261870744,0.21428571428571427,0.1,0.33567415730337075,0.6642,1,0,0,0,1,0,0,overcast,2,train
13.0,52,11.5,44.0,partly cloudy,1003.47,3,Summer,8.5,coastal,Cloudy,3.4000000000000004,2288.0,0.2835820895522388,0.4,0.23711340206185566,0.44,0.5095341902828936,0.21428571428571427,0.425,0.2724719101123595,0.2288,0,0,1,0,1,0,0,partly cloudy,3,val
18.0,73,11.5,12.0,overcast,1006.46,1,Spring,7.5,inland,Cloudy,12.6,876.0,0.3208955223880597,0.6625,0.23711340206185566,0.12,0.517026234683906,0.07142857142857142,0.375,0.33707865168539325,0.0876,0,1,0,0,0,1,0,overcast,2,train
43.0,30,5.5,7.0,clear,1028.14,5,Summer,5.5,inland,Sunny,29.0,210.0,0.5074626865671642,0.125,0.1134020618556701,0.07,0.5713498208424167,0.35714285714285715,0.275,0.45224719101123595,0.021,0,0,1,0,0,1,0,clear,0,val
14.0,73,13.0,40.0,overcast,1016.96,1,Autumn,8.0,coastal,Cloudy,8.6,2920.0,0.291044776119403,0.6625,0.26804123711340205,0.4,0.5433360896038488,0.07142857142857142,0.4,0.3089887640449438,0.292,1,0,0,0,1,0,0,overcast,2,train
10.0,53,6.0,43.0,partly cloudy,1005.75,4,Summer,5.5,mountain,Cloudy,0.5999999999999996,2279.0,0.26119402985074625,0.4125,0.12371134020618557,0.43,0.515247187351224,0.2857142857142857,0.275,0.25280898876404495,0.2279,0,0,1,0,0,0,1,partly cloudy,3,test
28.0,72,8.0,71.0,overcast,1003.7,1,Summer,2.5,inland,Rainy,22.4,5112.0,0.39552238805970147,0.65,0.16494845360824742,0.71,0.5101105013906638,0.07142857142857142,0.125,0.40589887640449435,0.5112,0,0,1,0,0,1,0,overcast,2,train
-7.0,72,6.5,94.0,overcast,999.86,0,Winter,3.5,inland,Snowy,-12.6,6768.0,0.13432835820895522,0.65,0.13402061855670103,0.94,0.5004886115913704,0.0,0.175,0.16011235955056177,0.6768,0,0,0,1,0,1,0,overcast,2,train
3.0,89,17.0,80.0,partly cloudy,980.91,1,Winter,4.5,mountain,Snowy,0.7999999999999998,7120.0,0.208955223880597,0.8625,0.35051546391752575,0.8,0.4530055877120448,0.07142857142857142,0.225,0.2542134831460674,0.712,0,0,0,1,0,0,1,partly cloudy,3,train
10.0,63,15.5,98.0,overcast,1007.79,2,Spring,1.5,inland,Rainy,2.5999999999999996,6174.0,0.26119402985074625,0.5375,0.31958762886597936,0.98,0.5203588163070985,0.14285714285714285,0.075,0.26685393258426965,0.6174,0,1,0,0,0,1,0,overcast,2,train
23.0,75,13.0,48.0,partly cloudy,1018.2,2,Winter,8.5,inland,Cloudy,18.0,3600.0,0.3582089552238806,0.6875,0.26804123711340205,0.48,0.5464431581848707,0.14285714285714285,0.425,0.375,0.36,0,0,0,1,0,1,0,partly cloudy,3,train
30.0,65,10.0,67.0,overcast,1001.1,2,Spring,3.5,mountain,Rainy,23.0,4355.0,0.41044776119402987,0.5625,0.20618556701030927,0.67,0.5035956801723922,0.14285714285714285,0.175,0.41011235955056174,0.4355,0,1,0,0,0,0,1,overcast,2,train
76.0,91,13.5,82.0,partly cloudy,1015.18,1,Autumn,7.0,inland,Cloudy,74.2,7462.0,0.753731343283582,0.8875,0.27835051546391754,0.82,0.5388759427698011,0.07142857142857142,0.35,0.7696629213483145,0.7462,1,0,0,0,0,1,0,partly cloudy,3,train
-8.0,70,2.5,84.0,overcast,985.21,1,Winter,2.5,mountain,Snowy,-14.0,5880.0,0.12686567164179105,0.625,0.05154639175257732,0.84,0.46378009972687867,0.07142857142857142,0.125,0.15028089887640447,0.588,0,0,0,1,0,0,1,overcast,2,train
9.0,82,16.5,100.0,overcast,1011.48,4,Summer,0.5,inland,Cloudy,5.4,8200.0,0.2537313432835821,0.775,0.3402061855670103,1.0,0.5296048510361071,0.2857142857142857,0.025,0.28651685393258425,0.82,0,0,1,0,0,1,0,overcast,2,train
5.0,83,30.5,96.0,partly cloudy,991.86,13,Winter,1.5,inland,Snowy,1.6,7968.0,0.22388059701492538,0.7875,0.6288659793814433,0.96,0.48044300784284244,0.9285714285714286,0.075,0.2598314606741573,0.7968,0,0,0,1,0,1,0,partly cloudy,3,val
14.0,81,18.5,79.0,partly cloudy,1005.82,1,Spring,1.5,coastal,Rainy,10.2,6399.0,0.291044776119403,0.7625,0.38144329896907214,0.79,0.5154225863840237,0.07142857142857142,0.075,0.32022471910112354,0.6399,0,1,0,0,1,0,0,partly cloudy,3,train
10.0,76,15.0,53.0,overcast,1001.63,0,Spring,4.5,mountain,Rainy,5.2,4028.0,0.26119402985074625,0.7,0.30927835051546393,0.53,0.5049237014207321,0.0,0.225,0.2851123595505618,0.4028,0,1,0,0,0,0,1,overcast,2,test
15.0,63,10.0,83.0,overcast,1016.68,0,Summer,2.5,coastal,Rainy,7.6,5229.0,0.29850746268656714,0.5375,0.20618556701030927,0.83,0.5426344934726501,0.0,0.125,0.30196629213483145,0.5229,0,0,1,0,1,0,0,overcast,2,train
33.0,96,24.5,97.0,partly cloudy,1010.21,5,Winter,2.0,mountain,Cloudy,32.2,9312.0,0.43283582089552236,0.95,0.5051546391752577,0.97,0.5264226114410284,0.35714285714285715,0.1,0.47471910112359544,0.9312,0,0,0,1,0,0,1,partly cloudy,3,train
25.0,68,0.0,37.0,overcast,1008.06,2,Winter,7.5,mountain,Cloudy,18.6,2516.0,0.373134328358209,0.6,0.0,0.37,0.5210353554336112,0.14285714285714285,0.375,0.3792134831460674,0.2516,0,0,0,1,0,0,1,overcast,2,train
24.0,63,14.5,47.0,partly cloudy,1016.18,1,Spring,5.5,mountain,Cloudy,16.6,2961.0,0.3656716417910448,0.5375,0.29896907216494845,0.47,0.5413816432383671,0.07142857142857142,0.275,0.3651685393258427,0.2961,0,1,0,0,0,0,1,partly cloudy,3,val
-5.0,76,11.0,86.0,overcast,984.05,1,Winter,2.5,mountain,Snowy,-9.8,6536.0,0.14925373134328357,0.7,0.2268041237113402,0.86,0.4608734871833419,0.07142857142857142,0.125,0.17977528089887637,0.6536,0,0,0,1,0,0,1,overcast,2,train
16.0,67,6.5,30.0,partly cloudy,1011.71,4,Summer,6.0,inland,Cloudy,9.4,2010.0,0.30597014925373134,0.5875,0.13402061855670103,0.3,0.5301811621438773,0.2857142857142857,0.3,0.3146067415730337,0.201,0,0,1,0,0,1,0,partly cloudy,3,train
26.0,97,20.5,81.0,overcast,1005.35,12,Spring,5.5,coastal,Rainy,25.4,7857.0,0.3805970149253731,0.9625,0.422680412371134,0.81,0.5142449071637977,0.8571428571428571,0.275,0.42696629213483145,0.7857,0,1,0,0,1,0,0,overcast,2,train
22.0,62,9.0,26.0,partly cloudy,1019.79,1,Autumn,9.0,inland,Cloudy,14.4,1612.0,0.35074626865671643,0.525,0.18556701030927836,0.26,0.5504272219298904,0.07142857142857142,0.45,0.3497191011235955,0.1612,1,0,0,0,0,1,0,partly cloudy,3,train
-10.0,87,1.5,76.0,partly cloudy,982.49,1,Winter,1.5,inland,Snowy,-12.6,6612.0,0.11194029850746269,0.8375,0.030927835051546393,0.76,0.45696459445237914,0.07142857142857142,0.075,0.16011235955056177,0.6612,0,0,0,1,0,1,0,partly cloudy,3,train
22.0,56,0.5,29.0,partly cloudy,1019.41,1,Spring,7.0,inland,Cloudy,13.2,1624.0,0.35074626865671643,0.45,0.010309278350515464,0.29,0.5494750557518353,0.07142857142857142,0.35,0.34129213483146065,0.1624,0,1,0,0,0,1,0,partly cloudy,3,train
28.0,46,8.0,11.0,clear,1010.17,6,Winter,5.5,coastal,Sunny,17.2,506.0,0.39552238805970147,0.325,0.16494845360824742,0.11,0.5263223834222855,0.42857142857142855,0.275,0.36938202247191004,0.0506,0,0,0,1,1,0,0,clear,0,train
0.0,71,1.5,67.0,overcast,995.64,1,Winter,3.5,inland,Snowy,-5.8,4757.0,0.1865671641791045,0.6375,0.030927835051546393,0.67,0.4899145556140218,0.07142857142857142,0.175,0.20786516853932582,0.4757,0,0,0,1,0,1,0,overcast,2,test
12.0,82,18.0,78.0,overcast,1018.01,1,Winter,4.5,coastal,Rainy,8.4,6396.0,0.27611940298507465,0.775,0.3711340206185567,0.78,0.545967075095843,0.07142857142857142,0.225,0.3075842696629213,0.6396,0,0,0,1,1,0,0,overcast,2,train
32.0,93,15.0,51.0,overcast,1010.4,0,Autumn,3.0,coastal,Rainy,30.6,4743.0,0.4253731343283582,0.9125,0.30927835051546393,0.51,0.5268986945300558,0.0,0.15,0.4634831460674157,0.4743,1,0,0,0,1,0,0,overcast,2,test
-10.0,96,13.0,97.0,overcast,998.31,1,Winter,1.0,inland,Snowy,-10.8,9312.0,0.11194029850746269,0.95,0.26804123711340205,0.97,0.4966047758650929,0.07142857142857142,0.05,0.17275280898876402,0.9312,0,0,0,1,0,1,0,overcast,2,train
30.0,51,3.0,48.0,partly cloudy,1012.49,3,Autumn,6.5,inland,Cloudy,20.2,2448.0,0.41044776119402987,0.3875,0.061855670103092786,0.48,0.5321356085093588,0.21428571428571427,0.325,0.39044943820224715,0.2448,1,0,0,0,0,1,0,partly cloudy,3,train
-6.0,67,12.0,89.0,overcast,998.75,0,Winter,3.0,mountain,Snowy,-12.6,5963.0,0.1417910447761194,0.5875,0.24742268041237114,0.89,0.4977072840712621,0.0,0.15,0.16011235955056177,0.5963,0,0,0,1,0,0,1,overcast,2,val
31.0,69,16.0,50.0,partly cloudy,1016.26,2,Winter,4.5,inland,Rainy,24.8,3450.0,0.417910447761194,0.6125,0.32989690721649484,0.5,0.5415820992758524,0.14285714285714285,0.225,0.42275280898876405,0.345,0,0,0,1,0,1,0,partly cloudy,3,test
36.0,61,2.5,14.0,clear,1019.32,5,Winter,6.0,coastal,Sunny,28.2,854.0,0.4552238805970149,0.5125,0.05154639175257732,0.14,0.5492495427096645,0.35714285714285715,0.3,0.446629213483146,0.0854,0,0,0,1,1,0,0,clear,0,train
-9.0,96,0.0,65.0,overcast,999.81,0,Winter,3.5,inland,Snowy,-9.8,6240.0,0.11940298507462686,0.95,0.0,0.65,0.5003633265679419,0.0,0.175,0.17977528089887637,0.624,0,0,0,1,0,1,0,overcast,2,train
23.0,57,12.5,21.0,overcast,1008.93,2,Autumn,8.0,mountain,Cloudy,14.4,1197.0,0.3582089552238806,0.4625,0.25773195876288657,0.21,0.5232153148412637,0.14285714285714285,0.4,0.3497191011235955,0.1197,1,0,0,0,0,0,1,overcast,2,test
33.0,53,6.0,44.0,partly cloudy,1011.26,2,Spring,5.5,mountain,Cloudy,23.6,2332.0,0.43283582089552236,0.4125,0.12371134020618557,0.44,0.5290535969330226,0.14285714285714285,0.275,0.4143258426966292,0.2332,0,1,0,0,0,0,1,partly cloudy,3,train
55.0,96,3.0,84.0,partly cloudy,1007.32,12,Spring,8.5,mountain,Cloudy,54.2,8064.0,0.5970149253731343,0.95,0.061855670103092786,0.84,0.5191811370868727,0.8571428571428571,0.425,0.6292134831460674,0.8064,0,1,0,0,0,0,1,partly cloudy,3,train
44.0,24,2.5,97.0,partly cloudy,805.4,0,Summer,8.0,inland,Cloudy,28.8,2328.0,0.5149253731343284,0.05,0.05154639175257732,0.97,0.013230098474028345,0.0,0.4,0.4508426966292135,0.2328,0,0,1,0,0,1,0,partly cloudy,3,train
30.0,53,2.0,22.0,overcast,1004.61,2,Spring,8.0,coastal,Cloudy,20.6,1166.0,0.41044776119402987,0.4125,0.041237113402061855,0.22,0.5123906888170587,0.14285714285714285,0.4,0.3932584269662921,0.1166,0,1,0,0,1,0,0,overcast,2,test
29.0,71,7.5,22.0,partly cloudy,1002.82,1,Autumn,8.0,inland,Cloudy,23.2,1562.0,0.40298507462686567,0.6375,0.15463917525773196,0.22,0.5079054849783258,0.07142857142857142,0.4,0.4115168539325842,0.1562,1,0,0,0,0,1,0,partly cloudy,3,train
-3.0,96,5.0,53.0,partly cloudy,982.79,1,Winter,3.0,mountain,Snowy,-3.8,5088.0,0.16417910447761194,0.95,0.10309278350515463,0.53,0.4577163045929488,0.07142857142857142,0.15,0.22191011235955055,0.5088,0,0,0,1,0,0,1,partly cloudy,3,train
19.0,67,12.5,98.0,partly cloudy,994.55,1,Autumn,3.0,coastal,Rainy,12.4,6566.0,0.3283582089552239,0.5875,0.25773195876288657,0.98,0.4871833421032848,0.07142857142857142,0.15,0.33567415730337075,0.6566,1,0,0,0,1,0,0,partly cloudy,3,val
23.0,70,9.5,38.0,partly cloudy,1019.56,1,Summer,7.0,mountain,Cloudy,17.0,2660.0,0.3582089552238806,0.625,0.1958762886597938,0.38,0.5498509108221201,0.07142857142857142,0.35,0.3679775280898876,0.266,0,0,1,0,0,0,1,partly cloudy,3,train
22.0,66,7.0,23.0,overcast,1005.65,2,Winter,8.5,coastal,Cloudy,15.2,1518.0,0.35074626865671643,0.575,0.14432989690721648,0.23,0.5149966173043673,0.14285714285714285,0.425,0.35533707865168535,0.1518,0,0,0,1,1,0,0,overcast,2,train
24.0,51,6.0,60.0,overcast,820.41,1,Autumn,3.5,coastal,Snowy,14.2,3060.0,0.3656716417910448,0.3875,0.12371134020618557,0.6,0.050840662507203795,0.07142857142857142,0.175,0.348314606741573,0.306,1,0,0,0,1,0,0,overcast,2,val
55.0,100,22.5,95.0,partly cloudy,1007.41,5,Winter,8.0,coastal,Cloudy,55.0,9500.0,0.5970149253731343,1.0,0.4639175257731959,0.95,0.5194066501290434,0.35714285714285715,0.4,0.6348314606741573,0.95,0,0,0,1,1,0,0,partly cloudy,3,train
37.0,40,2.0,13.0,partly cloudy,1018.46,5,Spring,10.0,inland,Sunny,25.0,520.0,0.4626865671641791,0.25,0.041237113402061855,0.13,0.5470946403066977,0.35714285714285715,0.5,0.4241573033707865,0.052,0,1,0,0,0,1,0,partly cloudy,3,test
34.0,68,10.5,62.0,overcast,1012.09,2,Summer,2.0,coastal,Rainy,27.6,4216.0,0.44029850746268656,0.6,0.21649484536082475,0.62,0.5311333283219324,0.14285714285714285,0.1,0.44241573033707865,0.4216,0,0,1,0,1,0,0,overcast,2,train
23.0,67,9.0,21.0,overcast,1002.66,1,Spring,6.5,mountain,Cloudy,16.4,1407.0,0.3582089552238806,0.5875,0.18556701030927836,0.21,0.507504572903355,0.07142857142857142,0.325,0.3637640449438202,0.1407,0,1,0,0,0,0,1,overcast,2,train
0.0,94,9.5,76.0,overcast,997.53,0,Winter,4.0,mountain,Snowy,-1.2,7144.0,0.1865671641791045,0.925,0.1958762886597938,0.76,0.4946503294996115,0.0,0.2,0.24016853932584264,0.7144,0,0,0,1,0,0,1,overcast,2,train
-10.0,61,7.5,50.0,overcast,980.37,0,Winter,4.0,mountain,Snowy,-17.8,3050.0,0.11194029850746269,0.5125,0.15463917525773196,0.5,0.45165250945901925,0.0,0.2,0.12359550561797751,0.305,0,0,0,1,0,0,1,overcast,2,train
-1.0,83,19.0,85.0,partly cloudy,982.46,7,Winter,4.0,inland,Snowy,-4.4,7055.0,0.1791044776119403,0.7875,0.3917525773195876,0.85,0.45688942343832223,0.5,0.2,0.21769662921348315,0.7055,0,0,0,1,0,1,0,partly cloudy,3,train
21.0,100,11.5,77.0,overcast,1003.65,10,Summer,1.0,inland,Rainy,21.0,7700.0,0.34328358208955223,1.0,0.23711340206185566,0.77,0.5099852163672354,0.7142857142857143,0.05,0.39606741573033705,0.77,0,0,1,0,0,1,0,overcast,2,train
12.0,98,19.5,61.0,partly cloudy,1004.98,1,Winter,3.5,mountain,Rainy,11.6,5978.0,0.27611940298507465,0.975,0.4020618556701031,0.61,0.5133177979904282,0.07142857142857142,0.175,0.3300561797752809,0.5978,0,0,0,1,0,0,1,partly cloudy,3,val
30.0,60,12.0,14.0,overcast,1009.05,1,Autumn,6.0,mountain,Cloudy,22.0,840.0,0.41044776119402987,0.5,0.24742268041237114,0.14,0.5235159988974917,0.07142857142857142,0.3,0.4030898876404494,0.084,1,0,0,0,0,0,1,overcast,2,train
18.0,39,12.0,39.0,overcast,988.64,6,Spring,9.0,mountain,Snowy,5.800000000000001,1521.0,0.3208955223880597,0.2375,0.24742268041237114,0.39,0.4723746523340599,0.42857142857142855,0.45,0.2893258426966292,0.1521,0,1,0,0,0,0,1,overcast,2,train
24.0,83,20.0,100.0,overcast,995.39,3,Winter,0.5,inland,Rainy,20.6,8300.0,0.3656716417910448,0.7875,0.41237113402061853,1.0,0.4892881304968803,0.21428571428571427,0.025,0.3932584269662921,0.83,0,0,0,1,0,1,0,overcast,2,train
12.0,93,9.5,86.0,overcast,996.35,0,Spring,1.5,coastal,Rainy,10.6,7998.0,0.27611940298507465,0.9125,0.1958762886597938,0.86,0.4916936029467038,0.0,0.075,0.32303370786516855,0.7998,0,1,0,0,1,0,0,overcast,2,train
27.0,75,21.0,70.0,partly cloudy,1000.86,6,Spring,4.5,coastal,Cloudy,22.0,5250.0,0.3880597014925373,0.6875,0.4329896907216495,0.7,0.5029943120599364,0.42857142857142855,0.225,0.4030898876404494,0.525,0,1,0,0,1,0,0,partly cloudy,3,train
20.0,83,11.0,70.0,overcast,1003.02,1,Spring,4.5,inland,Rainy,16.6,5810.0,0.3358208955223881,0.7875,0.2268041237113402,0.7,0.5084066250720388,0.07142857142857142,0.225,0.3651685393258427,0.581,0,1,0,0,0,1,0,overcast,2,val
-4.0,86,14.5,84.0,overcast,993.7,1,Winter,2.0,mountain,Snowy,-6.8,7224.0,0.15671641791044777,0.825,0.29896907216494845,0.84,0.485053496705004,0.07142857142857142,0.1,0.20084269662921345,0.7224,0,0,0,1,0,0,1,overcast,2,train
-20.0,42,10.0,42.0,cloudy,1177.21,7,Autumn,1.0,mountain,Rainy,-31.6,1764.0,0.03731343283582089,0.275,0.20618556701030927,0.42,0.9448745896915483,0.5,0.05,0.026685393258426945,0.1764,1,0,0,0,0,0,1,cloudy,1,train
38.0,48,3.5,5.0,clear,1012.26,5,Autumn,9.5,mountain,Sunny,27.6,240.0,0.4701492537313433,0.35,0.07216494845360824,0.05,0.5315592974015886,0.35714285714285715,0.475,0.44241573033707865,0.024,1,0,0,0,0,0,1,clear,0,train
27.0,100,30.5,70.0,overcast,1003.72,11,Summer,2.0,mountain,Rainy,27.0,7000.0,0.3880597014925373,1.0,0.6288659793814433,0.7,0.5101606154000351,0.7857142857142857,0.1,0.4382022471910112,0.7,0,0,1,0,0,0,1,overcast,2,train
25.0,64,11.5,58.0,overcast,1015.31,2,Spring,3.5,coastal,Rainy,17.8,3712.0,0.373134328358209,0.55,0.23711340206185566,0.58,0.5392016838307147,0.14285714285714285,0.175,0.37359550561797755,0.3712,0,1,0,0,1,0,0,overcast,2,train
25.0,67,7.5,62.0,overcast,1008.04,3,Autumn,2.0,mountain,Rainy,18.4,4154.0,0.373134328358209,0.5875,0.15463917525773196,0.62,0.52098524142424,0.21428571428571427,0.1,0.3778089887640449,0.4154,1,0,0,0,0,0,1,overcast,2,train
20.0,61,1.0,4.0,clear,1019.47,6,Summer,9.0,mountain,Sunny,12.2,244.0,0.3358208955223881,0.5125,0.020618556701030927,0.04,0.5496253977799493,0.42857142857142855,0.45,0.33426966292134824,0.0244,0,0,1,0,0,0,1,clear,0,train
10.0,70,12.0,30.0,overcast,1013.4,3,Winter,6.0,inland,Cloudy,4.0,2100.0,0.26119402985074625,0.625,0.24742268041237114,0.3,0.5344157959357537,0.21428571428571427,0.3,0.27668539325842695,0.21,0,0,0,1,0,1,0,overcast,2,train
22.0,75,10.0,31.0,overcast,1000.79,4,Winter,7.0,inland,Cloudy,17.0,2325.0,0.35074626865671643,0.6875,0.20618556701030927,0.31,0.5028189130271365,0.2857142857142857,0.35,0.3679775280898876,0.2325,0,0,0,1,0,1,0,overcast,2,train
4.0,81,9.5,80.0,partly cloudy,984.34,1,Winter,1.5,mountain,Snowy,0.20000000000000018,6480.0,0.21641791044776118,0.7625,0.1958762886597938,0.8,0.46160014031922625,0.07142857142857142,0.075,0.25,0.648,0,0,0,1,0,0,1,partly cloudy,3,test
11.0,50,1.5,14.0,overcast,1015.95,3,Winter,6.5,mountain,Cloudy,1.0,700.0,0.26865671641791045,0.375,0.030927835051546393,0.14,0.5408053321305971,0.21428571428571427,0.325,0.25561797752808985,0.07,0,0,0,1,0,0,1,overcast,2,train
14.0,65,16.5,96.0,partly cloudy,1007.99,0,Autumn,1.0,mountain,Rainy,7.0,6240.0,0.291044776119403,0.5625,0.3402061855670103,0.96,0.5208599564008118,0.0,0.05,0.29775280898876405,0.624,1,0,0,0,0,0,1,partly cloudy,3,train
33.0,97,18.5,82.0,overcast,1008.39,0,Winter,4.0,inland,Rainy,32.4,7954.0,0.43283582089552236,0.9625,0.38144329896907214,0.82,0.5218622365882382,0.0,0.2,0.47612359550561795,0.7954,0,0,0,1,0,1,0,overcast,2,train
-9.0,85,15.0,88.0,overcast,983.37,1,Winter,4.5,inland,Snowy,-12.0,7480.0,0.11940298507462686,0.8125,0.30927835051546393,0.88,0.4591696108647172,0.07142857142857142,0.225,0.1643258426966292,0.748,0,0,0,1,0,1,0,overcast,2,train
18.0,75,15.5,67.0,overcast,1015.03,0,Spring,2.0,mountain,Rainy,13.0,5025.0,0.3208955223880597,0.6875,0.31958762886597936,0.67,0.5385000876995163,0.0,0.1,0.3398876404494382,0.5025,0,1,0,0,0,0,1,overcast,2,train
2.0,91,10.5,93.0,overcast,996.91,1,Winter,4.5,mountain,Snowy,0.19999999999999996,8463.0,0.20149253731343283,0.8875,0.21649484536082475,0.93,0.49309679520910055,0.07142857142857142,0.225,0.25,0.8463,0,0,0,1,0,0,1,overcast,2,train
19.0,66,5.0,64.0,partly cloudy,1012.05,0,Autumn,1.0,inland,Rainy,12.2,4224.0,0.3283582089552239,0.575,0.10309278350515463,0.64,0.5310331003031896,0.0,0.05,0.33426966292134824,0.4224,1,0,0,0,0,1,0,partly cloudy,3,train
25.0,54,7.0,47.0,partly cloudy,1011.13,3,Spring,7.0,inland,Cloudy,15.8,2538.0,0.373134328358209,0.425,0.14432989690721648,0.47,0.528727855872109,0.21428571428571427,0.35,0.3595505617977528,0.2538,0,1,0,0,0,1,0,partly cloudy,3,train
31.0,36,1.0,95.0,overcast,945.27,12,Winter,2.5,mountain,Cloudy,18.2,3420.0,0.417910447761194,0.2,0.020618556701030927,0.95,0.363702423012353,0.8571428571428571,0.125,0.3764044943820224,0.342,0,0,0,1,0,0,1,overcast,2,test
59.0,95,10.5,74.0,overcast,1016.59,6,Summer,3.5,coastal,Rainy,58.0,7030.0,0.6268656716417911,0.9375,0.21649484536082475,0.74,0.5424089804304794,0.42857142857142855,0.175,0.6558988764044944,0.703,0,0,1,0,1,0,0,overcast,2,train
34.0,68,13.0,62.0,overcast,997.87,1,Summer,2.5,coastal,Rainy,27.6,4216.0,0.44029850746268656,0.6,0.26804123711340205,0.62,0.495502267658924,0.07142857142857142,0.125,0.44241573033707865,0.4216,0,0,1,0,1,0,0,overcast,2,train
41.0,69,10.0,27.0,cloudy,921.64,3,Autumn,1.5,mountain,Rainy,34.8,1863.0,0.4925373134328358,0.6125,0.20618556701030927,0.27,0.30449272094013874,0.21428571428571427,0.075,0.49297752808988754,0.1863,1,0,0,0,0,0,1,cloudy,1,train
-6.0,49,13.5,49.0,partly cloudy,1161.34,11,Summer,13.0,coastal,Snowy,-16.2,2401.0,0.1417910447761194,0.3625,0.27835051546391754,0.49,0.9051091232554057,0.7857142857142857,0.65,0.1348314606741573,0.2401,0,0,1,0,1,0,0,partly cloudy,3,train
4.0,63,9.5,59.0,overcast,994.63,0,Winter,2.5,inland,Snowy,-3.4000000000000004,3717.0,0.21641791044776118,0.5375,0.1958762886597938,0.59,0.4873837981407702,0.0,0.125,0.2247191011235955,0.3717,0,0,0,1,0,1,0,overcast,2,train
0.0,82,17.5,92.0,overcast,986.86,0,Winter,5.0,mountain,Snowy,-3.6,7544.0,0.1865671641791045,0.775,0.36082474226804123,0.92,0.4679145055000125,0.0,0.25,0.223314606741573,0.7544,0,0,0,1,0,0,1,overcast,2,val
35.0,38,1.0,86.0,overcast,870.6,11,Summer,5.5,mountain,Sunny,22.6,3268.0,0.44776119402985076,0.225,0.020618556701030927,0.86,0.17660176902453084,0.7857142857142857,0.275,0.40730337078651685,0.3268,0,0,1,0,0,0,1,overcast,2,train
