Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
12.0,69,9.0,26.0,overcast,1012.21,3,Summer,7.0,coastal,Cloudy
39.0,54,1.5,17.0,clear,1016.75,9,Spring,5.5,mountain,Sunny
29.0,58,11.5,16.0,partly cloudy,1006.68,3,Summer,7.5,mountain,Cloudy
24.0,58,1.5,9.0,clear,1014.18,5,Winter,6.5,mountain,Sunny
61.0,93,21.5,108.0,overcast,1007.88,13,Summer,11.0,coastal,Cloudy
30.0,34,9.5,5.0,clear,1021.16,11,Spring,6.5,inland,Sunny
23.0,78,1.0,29.0,partly cloudy,1013.57,2,Autumn,6.0,coastal,Cloudy
22.0,50,0.5,6.0,clear,1025.16,8,Summer,5.5,coastal,Sunny
45.0,96,11.0,103.0,clear,1027.44,0,Spring,2.0,mountain,Sunny
19.0,65,7.5,49.0,partly cloudy,1002.71,3,Spring,7.0,inland,Cloudy
35.0,60,7.5,13.0,clear,1012.28,9,Spring,9.0,inland,Sunny
32.0,63,2.0,12.0,clear,1021.42,9,Winter,7.0,mountain,Sunny
49.0,79,6.5,91.0,clear,1022.05,9,Autumn,4.0,inland,Sunny
34.0,60,5.0,18.0,clear,1027.04,6,Winter,9.5,inland,Sunny
29.0,78,20.0,84.0,partly cloudy,1005.19,14,Spring,5.5,inland,Cloudy
55.0,106,4.5,82.0,partly cloudy,1004.59,6,Autumn,11.5,inland,Cloudy
25.0,39,10.5,48.0,overcast,992.95,0,Spring,10.0,mountain,Cloudy
19.0,70,11.5,106.0,clear,1022.51,10,Winter,6.5,inland,Sunny
10.0,100,0.5,101.0,clear,1014.57,11,Autumn,6.5,mountain,Sunny
36.0,76,22.5,91.0,partly cloudy,1009.65,11,Spring,4.0,coastal,Cloudy
40.0,58,11.5,23.0,partly cloudy,871.23,7,Summer,11.5,mountain,Cloudy
27.0,59,11.5,31.0,partly cloudy,1010.08,1,Spring,9.0,mountain,Cloudy
31.0,22,3.0,12.0,clear,1026.64,11,Winter,8.0,coastal,Sunny
45.0,105,12.5,74.0,overcast,1000.3,8,Autumn,6.5,mountain,Cloudy
34.0,67,2.0,18.0,partly cloudy,1012.39,1,Winter,7.5,mountain,Cloudy
7.0,49,8.0,31.0,cloudy,1160.72,3,Autumn,17.0,coastal,Cloudy
28.0,58,11.5,22.0,partly cloudy,1012.19,1,Winter,9.0,inland,Cloudy
43.0,42,0.0,11.0,partly cloudy,1017.33,10,Summer,7.0,mountain,Sunny
31.0,53,11.5,23.0,overcast,1001.6,2,Summer,8.5,mountain,Cloudy
20.0,32,6.0,4.0,partly cloudy,1023.03,9,Spring,8.5,inland,Sunny
10.0,73,10.0,24.0,overcast,1011.49,4,Autumn,9.0,coastal,Cloudy
16.0,65,0.0,33.0,overcast,1015.29,1,Summer,6.0,mountain,Cloudy
24.0,75,19.5,106.0,partly cloudy,1008.12,14,Summer,5.0,coastal,Cloudy
68.0,88,2.0,109.0,partly cloudy,1007.35,2,Winter,2.0,mountain,Cloudy
17.0,67,13.0,39.0,overcast,1005.86,3,Spring,6.5,inland,Cloudy
43.0,85,13.5,106.0,clear,1024.66,7,Spring,6.0,inland,Sunny
12.0,50,3.5,32.0,partly cloudy,1007.37,2,Winter,7.0,inland,Cloudy
14.0,106,12.5,89.0,clear,1027.13,5,Summer,7.5,coastal,Sunny
44.0,49,10.0,5.0,partly cloudy,1010.38,10,Spring,10.0,mountain,Sunny
20.0,60,7.5,13.0,overcast,1006.84,1,Winter,5.0,inland,Cloudy
43.0,49,8.5,9.0,partly cloudy,1024.98,7,Autumn,8.5,mountain,Sunny
32.0,79,5.0,48.0,overcast,1130.56,13,Summer,16.0,mountain,Sunny
31.0,35,3.5,1.0,clear,1021.01,8,Autumn,6.5,inland,Sunny
28.0,20,8.5,19.0,clear,1029.12,8,Winter,5.5,coastal,Sunny
33.0,23,2.5,15.0,clear,1018.12,7,Spring,8.0,inland,Sunny
26.0,73,7.5,47.0,overcast,1017.02,3,Summer,6.0,mountain,Cloudy
11.0,64,7.5,58.0,partly cloudy,984.15,0,Winter,0.5,inland,Sunny
40.0,96,11.5,95.0,partly cloudy,1005.06,10,Spring,7.0,inland,Cloudy
22.0,51,2.0,9.0,clear,1017.16,5,Spring,6.0,inland,Sunny
32.0,56,10.0,15.0,clear,1010.91,5,Summer,7.5,coastal,Sunny
26.0,52,1.5,38.0,overcast,1015.92,4,Autumn,8.0,coastal,Cloudy
28.0,55,12.0,79.0,overcast,1082.99,7,Autumn,11.0,coastal,Cloudy
40.0,33,8.5,2.0,clear,1011.18,11,Spring,6.0,inland,Sunny
27.0,88,16.0,83.0,overcast,1000.97,5,Summer,8.0,coastal,Cloudy
10.0,71,5.5,29.0,overcast,1002.22,4,Winter,6.5,inland,Cloudy
34.0,57,6.5,2.0,clear,1026.6,10,Summer,6.0,coastal,Sunny
38.0,43,3.0,5.0,clear,1018.91,7,Autumn,8.0,coastal,Sunny
20.0,63,13.0,31.0,partly cloudy,1017.62,1,Spring,5.0,inland,Cloudy
39.0,109,17.0,95.0,partly cloudy,1019.88,3,Summer,7.5,inland,Cloudy
19.0,53,14.0,10.0,partly cloudy,1018.87,2,Winter,5.5,coastal,Cloudy
30.0,92,3.5,102.0,partly cloudy,1009.07,14,Winter,1.0,inland,Cloudy
14.0,63,12.5,16.0,partly cloudy,1003.65,3,Winter,7.5,coastal,Cloudy
33.0,76,1.0,12.0,partly cloudy,1012.44,2,Winter,8.0,inland,Cloudy
24.0,80,10.0,87.0,partly cloudy,1028.08,14,Spring,9.5,inland,Sunny
22.0,58,9.0,11.0,partly cloudy,1015.82,3,Autumn,6.0,coastal,Cloudy
34.0,26,7.0,15.0,clear,1029.31,10,Spring,5.5,coastal,Sunny
19.0,68,11.5,12.0,overcast,1010.04,3,Summer,8.5,coastal,Cloudy
22.0,65,7.0,9.0,clear,1025.95,6,Spring,7.5,coastal,Sunny
10.0,74,4.0,35.0,partly cloudy,1012.78,1,Spring,9.0,mountain,Cloudy
23.0,79,13.0,12.0,overcast,1008.13,2,Spring,6.5,coastal,Cloudy
11.0,61,10.0,32.0,partly cloudy,1005.8,3,Autumn,8.0,mountain,Cloudy
25.0,63,10.5,37.0,partly cloudy,1007.63,2,Summer,7.5,coastal,Cloudy
25.0,32,0.0,1.0,partly cloudy,1018.38,10,Winter,7.5,coastal,Sunny
29.0,52,12.5,47.0,cloudy,919.28,7,Autumn,3.0,inland,Sunny
22.0,76,7.5,41.0,partly cloudy,1015.21,3,Spring,7.0,coastal,Cloudy
10.0,70,0.5,11.0,overcast,1007.78,13,Autumn,14.0,coastal,Cloudy
12.0,66,8.0,89.0,partly cloudy,870.22,0,Winter,8.0,coastal,Cloudy
26.0,41,5.5,7.0,clear,1024.71,8,Autumn,9.0,inland,Sunny
27.0,61,8.0,21.0,overcast,1005.11,1,Spring,7.5,mountain,Cloudy
26.0,55,8.5,40.0,partly cloudy,1008.01,2,Autumn,6.5,coastal,Cloudy
24.0,53,8.5,2.0,clear,1014.43,7,Spring,8.0,mountain,Sunny
52.0,78,6.5,80.0,partly cloudy,1005.11,13,Winter,6.0,mountain,Cloudy
30.0,54,6.5,16.0,partly cloudy,1004.63,3,Winter,8.5,inland,Cloudy
30.0,58,4.0,19.0,clear,1014.68,9,Summer,9.0,inland,Sunny
23.0,64,8.0,0.0,partly cloudy,1015.84,5,Summer,9.0,inland,Sunny
31.0,70,8.0,42.0,overcast,1015.08,3,Autumn,6.5,inland,Cloudy
11.0,57,5.5,15.0,partly cloudy,1007.21,4,Summer,6.0,mountain,Cloudy
24.0,24,3.0,4.0,clear,1014.49,10,Summer,7.5,inland,Sunny
20.0,68,7.0,16.0,partly cloudy,1024.18,11,Autumn,7.5,mountain,Sunny
43.0,42,3.0,3.0,clear,1022.3,7,Winter,6.5,coastal,Sunny
66.0,86,11.0,106.0,clear,1014.41,6,Autumn,9.5,inland,Sunny
46.0,106,20.0,75.0,clear,1012.23,8,Autumn,10.0,coastal,Sunny
25.0,68,8.5,29.0,overcast,1015.64,3,Autumn,7.5,coastal,Cloudy
25.0,59,1.0,8.0,clear,1029.79,11,Spring,9.5,coastal,Sunny
26.0,28,5.5,4.0,clear,1021.68,7,Spring,9.0,mountain,Sunny
41.0,23,8.5,5.0,clear,1026.96,10,Autumn,6.0,inland,Sunny
25.0,40,7.0,4.0,partly cloudy,1020.05,11,Spring,8.0,mountain,Sunny
21.0,70,20.0,101.0,overcast,1010.6,13,Summer,10.5,coastal,Cloudy
30.0,50,1.0,15.0,overcast,1007.28,1,Summer,6.5,coastal,Cloudy
10.0,52,11.0,48.0,partly cloudy,1001.08,1,Spring,6.0,inland,Cloudy
39.0,38,5.0,14.0,clear,1014.79,10,Summer,6.5,coastal,Sunny
38.0,48,8.5,3.0,clear,1012.22,8,Autumn,6.0,inland,Sunny
36.0,52,5.0,15.0,clear,1011.81,7,Autumn,9.0,coastal,Sunny
30.0,70,8.0,29.0,partly cloudy,1007.81,3,Autumn,7.0,coastal,Cloudy
21.0,56,13.0,19.0,overcast,1017.64,1,Autumn,6.0,mountain,Cloudy
11.0,77,9.0,19.0,overcast,1013.48,4,Autumn,5.0,inland,Cloudy
15.0,56,12.5,39.0,overcast,1011.58,3,Spring,6.0,mountain,Cloudy
13.0,52,8.5,35.0,partly cloudy,1007.99,1,Winter,7.5,mountain,Cloudy
34.0,67,1.0,45.0,partly cloudy,1001.78,1,Spring,6.5,mountain,Cloudy
19.0,29,6.0,84.0,partly cloudy,984.17,2,Winter,19.5,mountain,Cloudy
43.0,71,12.0,81.0,cloudy,807.13,10,Winter,3.5,coastal,Sunny
38.0,106,1.0,81.0,clear,1012.66,9,Autumn,8.5,coastal,Sunny
-2.0,78,3.0,21.0,overcast,1057.25,0,Spring,18.0,mountain,Sunny
27.0,60,11.5,67.0,partly cloudy,999.61,9,Summer,1.5,mountain,Sunny
22.0,76,0.0,47.0,partly cloudy,1015.96,1,Summer,7.5,mountain,Cloudy
33.0,24,3.5,7.0,clear,1016.52,5,Autumn,5.0,inland,Sunny
14.0,55,14.0,30.0,overcast,1001.35,3,Spring,8.0,coastal,Cloudy
-4.0,73,0.0,81.0,overcast,892.31,14,Summer,15.5,inland,Sunny
12.0,65,11.5,32.0,overcast,1015.02,2,Autumn,7.5,coastal,Cloudy
30.0,46,3.0,5.0,partly cloudy,1012.7,8,Autumn,5.5,coastal,Sunny
41.0,28,5.0,17.0,partly cloudy,1026.26,9,Autumn,9.0,mountain,Sunny
23.0,49,0.5,1.0,clear,1018.88,7,Autumn,9.0,coastal,Sunny
32.0,68,5.5,38.0,partly cloudy,1008.33,2,Autumn,8.5,inland,Cloudy
12.0,73,13.5,33.0,partly cloudy,1005.12,3,Spring,6.5,inland,Cloudy
22.0,51,3.0,2.0,clear,1019.86,5,Winter,8.0,inland,Sunny
42.0,67,4.5,7.0,clear,1027.05,11,Summer,5.0,inland,Sunny
26.0,35,4.0,16.0,clear,1021.07,9,Summer,6.5,mountain,Sunny
47.0,70,2.5,60.0,partly cloudy,885.57,5,Spring,3.0,coastal,Cloudy
27.0,62,8.0,13.0,clear,1028.64,8,Spring,8.0,mountain,Sunny
21.0,41,8.5,13.0,clear,1010.11,11,Autumn,8.5,coastal,Sunny
16.0,63,8.0,14.0,partly cloudy,1016.32,1,Summer,5.5,inland,Cloudy
22.0,78,6.5,46.0,partly cloudy,1017.49,3,Spring,7.0,inland,Cloudy
26.0,69,3.5,3.0,clear,1012.11,7,Autumn,10.0,mountain,Sunny
30.0,57,11.5,49.0,overcast,1000.09,2,Winter,7.0,coastal,Cloudy
35.0,85,14.5,81.0,clear,1021.14,7,Winter,4.0,coastal,Sunny
33.0,58,8.0,3.0,partly cloudy,1021.04,10,Spring,8.0,mountain,Sunny
26.0,68,13.0,37.0,partly cloudy,1003.85,2,Spring,8.0,inland,Cloudy
30.0,54,4.0,33.0,partly cloudy,1009.9,4,Summer,5.5,inland,Cloudy
32.0,53,1.0,3.0,clear,1020.72,7,Winter,5.5,mountain,Sunny
64.0,73,26.5,76.0,partly cloudy,1003.76,5,Autumn,0.5,inland,Cloudy
25.0,21,1.5,19.0,partly cloudy,1024.59,5,Summer,5.5,coastal,Sunny
10.0,51,5.0,15.0,overcast,1015.31,2,Summer,7.5,mountain,Cloudy
-1.0,36,8.0,60.0,overcast,1030.23,10,Spring,15.5,inland,Sunny
33.0,43,0.0,13.0,partly cloudy,1029.82,10,Spring,8.5,inland,Sunny
75.0,104,5.5,87.0,clear,1011.7,6,Summer,13.0,coastal,Sunny
30.0,108,9.5,101.0,partly cloudy,1005.81,8,Winter,5.5,inland,Cloudy
10.0,76,12.5,29.0,overcast,1011.93,3,Autumn,8.0,inland,Cloudy
20.0,61,1.0,32.0,overcast,1013.06,2,Autumn,7.5,mountain,Cloudy
66.0,80,11.5,97.0,clear,1027.84,9,Spring,5.5,inland,Sunny
39.0,58,5.0,13.0,clear,1024.2,9,Autumn,7.0,inland,Sunny
21.0,65,5.5,82.0,overcast,1170.94,6,Autumn,3.5,mountain,Cloudy
23.0,68,1.0,13.0,overcast,1002.42,3,Spring,8.5,coastal,Cloudy
18.0,56,3.5,15.0,overcast,1003.46,1,Summer,5.5,mountain,Cloudy
20.0,60,3.0,37.0,overcast,1014.72,3,Winter,6.0,mountain,Cloudy
11.0,44,2.5,65.0,overcast,966.42,6,Spring,4.0,coastal,Cloudy
23.0,41,8.0,18.0,partly cloudy,1027.83,7,Autumn,9.5,inland,Sunny
44.0,35,7.0,2.0,partly cloudy,1011.3,6,Spring,6.5,inland,Sunny
20.0,75,13.0,32.0,partly cloudy,1002.16,3,Summer,8.0,inland,Cloudy
62.0,101,19.5,77.0,overcast,1006.98,9,Spring,3.0,mountain,Cloudy
38.0,43,1.0,14.0,clear,1017.61,10,Autumn,6.5,mountain,Sunny
30.0,108,9.0,72.0,clear,1012.44,12,Summer,4.5,mountain,Sunny
37.0,63,3.5,17.0,clear,1025.55,7,Winter,5.5,coastal,Sunny
39.0,35,9.5,71.0,cloudy,852.69,13,Autumn,1.0,inland,Cloudy
40.0,28,2.5,13.0,partly cloudy,1014.62,8,Summer,5.0,inland,Sunny
32.0,59,3.0,15.0,partly cloudy,1004.35,4,Winter,7.0,mountain,Cloudy
37.0,61,3.0,13.0,partly cloudy,1027.24,6,Autumn,9.0,inland,Sunny
43.0,33,12.5,77.0,overcast,1154.78,14,Summer,7.5,inland,Sunny
85.0,72,11.5,101.0,clear,1028.71,6,Spring,7.0,mountain,Sunny
11.0,65,3.5,47.0,partly cloudy,1013.23,4,Summer,8.0,mountain,Cloudy
22.0,72,7.5,23.0,overcast,1005.36,3,Autumn,7.5,mountain,Cloudy
30.0,72,13.5,28.0,overcast,1004.88,4,Autumn,8.0,mountain,Cloudy
33.0,76,7.5,24.0,overcast,1011.16,3,Autumn,6.0,coastal,Cloudy
22.0,46,12.0,50.0,cloudy,1021.36,11,Winter,4.5,inland,Cloudy
32.0,53,10.0,43.0,partly cloudy,1017.86,2,Autumn,5.5,coastal,Cloudy
24.0,68,9.0,0.0,clear,1017.94,9,Winter,7.0,inland,Sunny
53.0,74,3.0,76.0,partly cloudy,1012.12,2,Autumn,11.5,inland,Sunny
21.0,104,26.0,95.0,partly cloudy,1008.13,13,Winter,8.5,inland,Cloudy
44.0,30,2.0,2.0,clear,1019.88,11,Autumn,5.5,inland,Sunny
41.0,35,13.0,70.0,partly cloudy,852.68,7,Winter,15.0,inland,Sunny
12.0,76,0.5,15.0,partly cloudy,1008.33,1,Autumn,6.0,coastal,Cloudy
25.0,63,4.0,0.0,clear,1022.5,6,Spring,9.5,inland,Sunny
42.0,75,8.0,77.0,overcast,1010.43,11,Spring,1.0,inland,Cloudy
19.0,57,6.5,19.0,partly cloudy,1018.46,2,Summer,6.0,inland,Cloudy
23.0,76,9.5,38.0,partly cloudy,1002.62,3,Summer,6.0,mountain,Cloudy
26.0,65,2.0,34.0,partly cloudy,1011.74,4,Autumn,7.0,mountain,Cloudy
21.0,74,12.0,33.0,partly cloudy,1010.11,2,Summer,7.5,coastal,Cloudy
31.0,61,0.5,33.0,overcast,1009.13,3,Spring,8.0,coastal,Cloudy
13.0,55,7.5,18.0,overcast,1009.51,1,Summer,8.0,mountain,Cloudy
38.0,68,8.5,16.0,clear,1013.57,5,Spring,5.5,mountain,Sunny
30.0,20,2.5,15.0,clear,1018.98,5,Spring,6.0,coastal,Sunny
21.0,26,2.5,3.0,clear,1011.68,8,Summer,5.0,mountain,Sunny
42.0,50,1.0,11.0,clear,1022.88,11,Autumn,5.5,coastal,Sunny
17.0,73,7.0,45.0,partly cloudy,1018.89,2,Summer,5.5,inland,Cloudy
41.0,22,0.5,10.0,clear,1016.47,5,Winter,7.5,coastal,Sunny
25.0,60,1.0,39.0,overcast,1009.34,3,Winter,7.0,mountain,Cloudy
44.0,38,1.0,7.0,partly cloudy,1020.35,7,Autumn,6.5,coastal,Sunny
3.0,70,2.0,68.0,cloudy,1159.16,12,Autumn,15.5,mountain,Sunny
38.0,47,1.5,8.0,clear,1017.81,7,Spring,9.5,mountain,Sunny
21.0,68,4.5,0.0,clear,1017.24,7,Spring,8.0,inland,Sunny
17.0,32,0.0,81.0,overcast,949.95,1,Summer,6.0,inland,Sunny
17.0,68,10.0,44.0,partly cloudy,1007.36,4,Spring,8.0,inland,Cloudy
11.0,59,8.5,15.0,overcast,1011.92,2,Winter,7.5,mountain,Cloudy
30.0,71,9.5,45.0,partly cloudy,1003.98,4,Winter,5.0,mountain,Cloudy
28.0,32,5.0,2.0,clear,1028.19,10,Summer,9.5,inland,Sunny
20.0,58,7.5,2.0,clear,1011.32,10,Autumn,6.0,mountain,Sunny
27.0,81,17.5,82.0,clear,1028.49,4,Winter,11.5,mountain,Sunny
28.0,48,8.0,15.0,clear,1016.3,9,Autumn,7.0,coastal,Sunny
25.0,53,4.0,6.0,clear,1024.05,11,Spring,8.0,mountain,Sunny
28.0,30,8.0,12.0,partly cloudy,1021.11,7,Spring,6.0,inland,Sunny
37.0,95,5.5,78.0,partly cloudy,1002.44,3,Autumn,8.5,mountain,Cloudy
28.0,54,0.0,28.0,overcast,1002.12,3,Spring,6.0,coastal,Cloudy
34.0,38,5.0,13.0,clear,1021.71,10,Winter,7.0,coastal,Sunny
25.0,64,6.0,34.0,partly cloudy,1004.09,1,Autumn,7.0,mountain,Cloudy
22.0,65,13.0,31.0,partly cloudy,1016.64,4,Summer,6.5,mountain,Cloudy
36.0,54,3.5,9.0,clear,1023.47,7,Winter,7.0,coastal,Sunny
43.0,62,8.0,3.0,clear,1020.18,7,Autumn,6.5,mountain,Sunny
11.0,83,33.0,104.0,partly cloudy,1005.89,9,Summer,4.5,coastal,Cloudy
30.0,25,8.5,4.0,clear,1023.11,8,Winter,9.5,inland,Sunny
29.0,27,13.0,22.0,partly cloudy,1127.97,6,Winter,9.5,mountain,Sunny
20.0,41,2.5,11.0,clear,1014.53,10,Autumn,6.0,coastal,Sunny
22.0,74,0.5,39.0,partly cloudy,1017.46,3,Winter,7.0,mountain,Cloudy
97.0,100,5.0,96.0,clear,1018.66,10,Autumn,3.5,inland,Sunny
23.0,66,11.0,23.0,overcast,1017.69,2,Winter,5.0,inland,Cloudy
27.0,53,2.0,8.0,partly cloudy,1028.55,7,Spring,9.5,inland,Sunny
32.0,66,13.0,21.0,partly cloudy,1006.06,3,Summer,7.0,inland,Cloudy
24.0,23,9.0,18.0,clear,1020.46,7,Winter,7.0,coastal,Sunny
23.0,77,13.0,48.0,partly cloudy,1018.23,3,Winter,8.5,inland,Cloudy
28.0,63,4.5,18.0,partly cloudy,1013.83,11,Autumn,8.5,inland,Sunny
32.0,31,12.0,29.0,partly cloudy,1063.71,7,Autumn,6.0,coastal,Sunny
25.0,54,12.0,49.0,overcast,1003.54,4,Winter,5.0,coastal,Cloudy
33.0,36,9.0,0.0,partly cloudy,1020.17,11,Summer,9.5,inland,Sunny
84.0,81,2.0,71.0,clear,1010.56,10,Spring,4.0,inland,Sunny
31.0,56,7.5,49.0,partly cloudy,1015.65,1,Winter,7.0,mountain,Cloudy
25.0,53,10.5,39.0,overcast,1008.15,3,Spring,8.5,mountain,Cloudy
14.0,61,8.5,26.0,partly cloudy,1018.16,4,Spring,6.5,mountain,Cloudy
33.0,63,10.0,39.0,overcast,1003.66,4,Autumn,8.0,coastal,Cloudy
-15.0,70,14.0,69.0,overcast,857.72,4,Summer,9.5,mountain,Sunny
29.0,44,4.0,19.0,clear,1023.01,10,Winter,9.5,inland,Sunny
48.0,33,6.5,55.0,overcast,927.67,5,Winter,1.0,coastal,Sunny
34.0,79,1.5,34.0,overcast,1008.11,1,Winter,8.5,coastal,Cloudy
38.0,36,2.0,7.0,clear,1024.42,9,Spring,10.0,mountain,Sunny
23.0,21,9.5,12.0,partly cloudy,1015.87,6,Summer,7.0,coastal,Sunny
25.0,40,9.5,14.0,clear,1026.38,6,Autumn,7.5,inland,Sunny
42.0,56,8.0,14.0,partly cloudy,1015.38,7,Autumn,7.0,inland,Sunny
22.0,42,4.0,8.0,clear,1028.58,8,Spring,8.0,coastal,Sunny
27.0,78,8.0,21.0,partly cloudy,1019.21,2,Autumn,6.5,coastal,Cloudy
39.0,46,2.0,12.0,clear,1014.9,8,Winter,9.5,mountain,Sunny
60.0,91,15.0,100.0,partly cloudy,1022.88,10,Summer,13.0,coastal,Sunny
27.0,89,8.0,85.0,partly cloudy,1018.88,5,Spring,9.0,coastal,Sunny
19.0,64,5.5,27.0,partly cloudy,1003.31,2,Autumn,8.0,inland,Cloudy
24.0,66,1.0,12.0,clear,1022.17,9,Autumn,10.0,coastal,Sunny
41.0,103,24.0,93.0,overcast,1009.0,6,Autumn,11.0,inland,Cloudy
10.0,79,7.0,34.0,overcast,1019.41,1,Summer,7.0,coastal,Cloudy
30.0,54,12.0,35.0,partly cloudy,1017.78,1,Autumn,6.0,mountain,Cloudy
21.0,108,34.0,82.0,overcast,1001.29,6,Winter,5.0,coastal,Cloudy
36.0,36,3.0,16.0,clear,1015.2,11,Spring,9.5,coastal,Sunny
12.0,69,8.0,34.0,partly cloudy,1010.99,4,Autumn,7.0,inland,Cloudy
27.0,66,8.5,23.0,overcast,1017.97,4,Spring,7.5,coastal,Cloudy
29.0,70,10.0,29.0,overcast,1004.78,4,Spring,7.5,inland,Cloudy
28.0,69,9.0,31.0,overcast,1006.99,4,Spring,5.0,coastal,Cloudy
27.0,55,10.0,10.0,clear,1011.66,6,Winter,9.0,inland,Sunny
38.0,58,2.0,15.0,partly cloudy,1020.46,5,Autumn,9.5,inland,Sunny
22.0,72,1.5,46.0,partly cloudy,1012.43,4,Autumn,5.5,coastal,Cloudy
33.0,50,11.5,48.0,partly cloudy,1017.08,1,Autumn,6.5,inland,Cloudy
43.0,29,3.5,17.0,clear,1029.17,5,Spring,5.0,inland,Sunny
11.0,61,9.5,41.0,partly cloudy,1008.3,3,Summer,6.5,mountain,Cloudy
11.0,67,7.0,30.0,partly cloudy,1000.72,3,Spring,7.0,inland,Cloudy
43.0,34,6.0,9.0,partly cloudy,1023.04,6,Winter,8.0,mountain,Sunny
14.0,78,8.0,21.0,overcast,1002.38,3,Summer,8.5,mountain,Cloudy
41.0,54,9.0,4.0,partly cloudy,1013.57,11,Autumn,6.0,inland,Sunny
28.0,56,9.5,16.0,overcast,1132.51,10,Winter,19.0,mountain,Sunny
28.0,76,11.5,44.0,partly cloudy,1016.96,4,Autumn,6.0,coastal,Cloudy
12.0,56,13.5,21.0,partly cloudy,1002.46,1,Spring,5.5,inland,Cloudy
11.0,50,5.5,28.0,overcast,1005.71,1,Spring,8.0,coastal,Cloudy
32.0,79,10.0,33.0,partly cloudy,1010.21,1,Winter,7.5,coastal,Cloudy
29.0,67,8.5,47.0,partly cloudy,1006.38,4,Autumn,8.0,mountain,Cloudy
37.0,96,0.5,95.0,clear,1011.57,5,Spring,2.5,inland,Sunny
28.0,58,6.5,11.0,clear,1025.37,10,Summer,9.0,inland,Sunny
25.0,58,15.0,12.0,partly cloudy,1000.72,4,Spring,8.5,coastal,Cloudy
24.0,38,3.5,16.0,partly cloudy,1010.72,5,Autumn,9.0,inland,Sunny
32.0,30,9.5,13.0,clear,1011.11,6,Winter,7.5,coastal,Sunny
25.0,66,8.5,3.0,clear,1013.33,6,Summer,6.0,coastal,Sunny
39.0,102,26.0,94.0,partly cloudy,1005.54,8,Summer,5.5,coastal,Cloudy
30.0,59,9.5,22.0,overcast,1004.19,3,Summer,5.0,inland,Cloudy
32.0,77,9.5,21.0,partly cloudy,1006.4,4,Autumn,5.5,mountain,Cloudy
29.0,54,3.5,44.0,overcast,1007.09,4,Autumn,6.5,inland,Cloudy
35.0,32,6.5,9.0,clear,1013.84,11,Spring,8.5,inland,Sunny
15.0,56,2.0,36.0,overcast,1017.79,3,Spring,6.0,coastal,Cloudy
35.0,57,4.0,5.0,partly cloudy,1011.76,11,Winter,5.0,coastal,Sunny
31.0,62,4.5,6.0,partly cloudy,1025.65,7,Spring,7.0,mountain,Sunny
17.0,62,10.5,29.0,overcast,1010.48,3,Spring,7.0,coastal,Cloudy
10.0,71,2.0,10.0,overcast,1008.29,3,Winter,8.5,inland,Cloudy
22.0,51,8.0,49.0,partly cloudy,1014.92,3,Autumn,5.0,inland,Cloudy
12.0,64,9.0,14.0,partly cloudy,1015.82,2,Winter,8.0,inland,Cloudy
25.0,55,12.5,39.0,partly cloudy,1018.17,4,Autumn,8.0,inland,Cloudy
5.0,104,12.0,95.0,partly cloudy,1002.57,9,Autumn,1.0,mountain,Cloudy
31.0,75,5.0,33.0,partly cloudy,1008.2,4,Summer,6.5,mountain,Cloudy
24.0,54,12.5,10.0,overcast,1000.83,1,Summer,8.0,mountain,Cloudy
12.0,76,6.5,47.0,overcast,1011.37,2,Spring,6.5,mountain,Cloudy
26.0,59,6.0,1.0,partly cloudy,1019.64,10,Autumn,8.5,inland,Sunny
34.0,77,9.5,24.0,overcast,1001.9,4,Summer,5.5,coastal,Cloudy
19.0,99,8.5,99.0,partly cloudy,1004.36,7,Spring,5.5,mountain,Cloudy
15.0,59,15.0,17.0,overcast,1004.33,2,Summer,7.5,mountain,Cloudy
30.0,76,3.0,19.0,overcast,1019.94,4,Summer,5.0,coastal,Cloudy
42.0,32,9.0,17.0,clear,1027.31,8,Summer,7.5,coastal,Sunny
40.0,23,2.0,19.0,clear,1023.15,7,Spring,7.0,inland,Sunny
21.0,41,2.5,18.0,partly cloudy,1012.67,8,Summer,9.0,inland,Sunny
29.0,62,13.5,33.0,overcast,1017.15,4,Summer,7.5,coastal,Cloudy
14.0,58,10.5,42.0,overcast,1008.41,3,Winter,5.5,mountain,Cloudy
30.0,21,7.5,15.0,clear,1022.61,5,Winter,7.0,mountain,Sunny
68.0,84,8.0,92.0,clear,1011.47,6,Winter,5.5,coastal,Sunny
19.0,63,3.0,27.0,partly cloudy,804.48,0,Spring,12.5,inland,Sunny
23.0,76,7.0,43.0,partly cloudy,1005.05,3,Winter,7.0,inland,Cloudy
24.0,92,2.0,95.0,overcast,1006.73,1,Winter,0.5,mountain,Cloudy
30.0,57,7.0,35.0,overcast,1000.25,4,Spring,7.5,mountain,Cloudy
58.0,91,12.0,95.0,clear,1025.82,11,Spring,9.0,coastal,Sunny
8.0,71,24.5,74.0,partly cloudy,1004.73,6,Autumn,7.5,mountain,Cloudy
22.0,71,9.0,38.0,partly cloudy,1010.86,2,Winter,7.5,mountain,Cloudy
23.0,76,2.0,37.0,overcast,1011.72,1,Winter,5.5,mountain,Cloudy
63.0,76,7.0,82.0,overcast,1019.46,13,Summer,1.5,inland,Cloudy
24.0,57,5.5,17.0,overcast,1007.74,1,Winter,5.0,inland,Cloudy
