Weather Type,Temperature_normalized,Humidity_normalized,Wind Speed_normalized,Precipitation (%)_normalized,Cloud Cover_clear,Cloud Cover_cloudy,Cloud Cover_overcast,Cloud Cover_partly cloudy,Atmospheric Pressure_normalized,UV Index_normalized,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,Visibility (km)_normalized,Location_coastal,Location_inland,Location_mountain,Weather Type_Cloudy,Weather Type_Sunny
Cloudy,-1.1341476293537283,-0.13535218643977867,-1.3110764400262203,0.5519598081132978,0,0,0,1,-0.14226087995081582,-0.75374176952361,1,0,0,0,-0.11693874668864658,1,0,0,1,0
Cloudy,-0.5546321055829211,1.0496625067373562,0.4213869218440303,0.274236619975263,0,0,0,1,-0.272391610774267,-1.3109522623948924,0,1,0,0,-0.9067881760768726,0,0,1,1,0
Sunny,0.7492778229013949,-0.9597102338673507,-0.444844759091095,-0.7325099370251132,1,0,0,0,-0.09104814072352074,0.9178897090902367,1,0,0,0,0.870373040046636,1,0,0,0,1
Sunny,-0.19243490322616663,-1.629501147402253,-0.6373406881877896,-0.5936483429560958,1,0,0,0,0.1149222203217711,-0.1965312766523278,1,0,0,0,0.08052361065840993,0,0,1,0,1
Sunny,0.45952006101599135,-0.7020983440462344,-0.05985290089770597,-0.8366561325768763,1,0,0,0,0.15941853473237164,0.9178897090902367,0,0,0,1,-0.11693874668864658,0,1,0,0,1
Sunny,-0.627071546054272,0.32834921523823063,-0.3485967945427477,0.06594422887173687,0,0,0,1,3.6152989539556115,-0.1965312766523278,0,0,0,1,-2.4864870348533246,0,0,1,0,1
Sunny,0.676838382430044,-0.0838298084755554,-0.7335886527361368,-0.5589329444388415,1,0,0,0,-0.07985409936236423,-0.1965312766523278,1,0,0,0,0.870373040046636,0,0,1,0,1
Sunny,0.2422017396019387,-1.5264563914738065,-0.05985290089770597,-0.5589329444388415,0,0,0,1,0.26464252352724854,-0.1965312766523278,0,1,0,0,-0.11693874668864658,1,0,0,0,1
Sunny,-0.5546321055829211,-1.9386354151875924,0.32513895729568304,-0.801940734059622,0,0,0,1,-0.0026152139703801936,0.9178897090902367,1,0,0,0,0.08052361065840993,1,0,0,0,1
Sunny,0.2422017396019387,-0.34144169829667165,-0.05985290089770597,-0.45478674888707843,1,0,0,0,0.2971052434746002,0.36067921621895443,0,0,1,0,0.27798596800546643,0,0,1,0,1
Sunny,0.8217172633727458,-1.2688445016526901,-0.7335886527361368,-0.9408023281286394,1,0,0,0,0.07126545901325658,0.36067921621895443,0,1,0,0,0.08052361065840993,0,1,0,0,1
Sunny,3.7917343226981326,0.8950953728446863,-0.829836617284484,2.1141527413897436,1,0,0,0,0.01417584807135616,2.0323106948328014,0,0,0,1,-1.6966376054650987,0,1,0,0,1
Cloudy,-0.8443898674683247,-0.4444864542251182,0.32513895729568304,-0.003486568162771831,0,0,0,1,-0.3625036437315828,-1.3109522623948924,1,0,0,0,0.08052361065840993,0,0,1,1,0
Cloudy,-0.9168293079396755,1.0496625067373562,-1.4073244045745676,0.23952122145800864,0,0,0,1,0.04384005767842425,-0.47513652308796894,0,0,1,0,-0.5118634613827596,1,0,0,1,0
Cloudy,-3.3797702839656054,-0.3929640762608949,0.5176348863923775,-0.21177895926629794,0,0,1,0,2.3822752980241533,0.0820739697833133,0,1,0,0,4.424695472293653,0,0,1,1,0
Cloudy,-0.11999546275481575,-0.4444864542251182,-0.829836617284484,-0.42007135036982407,0,0,0,1,-0.13834296547441122,-1.3109522623948924,0,0,1,0,-0.709325818729816,0,1,0,1,0
Cloudy,-0.6995109865256228,2.028587688057598,2.6350901064560173,2.0794373428724895,0,0,0,1,-0.10112277794856256,0.6392844626545956,0,1,0,0,1.4627601120878055,1,0,0,1,0
Sunny,1.1839144657295002,0.32834921523823063,-0.15610086544605323,-1.010233125163148,1,0,0,0,0.21762754981038676,0.6392844626545956,1,0,0,0,-0.11693874668864658,1,0,0,0,1
Sunny,1.0390355847867985,-0.34144169829667165,-0.829836617284484,-0.6977945385078589,0,0,0,1,0.3295679634219582,0.9178897090902367,0,0,1,0,-0.709325818729816,0,0,1,0,1
Cloudy,-0.9168293079396755,-0.3929640762608949,1.2876186027791556,0.4130982140442804,0,0,0,1,-0.21222363845804798,-1.0323470159592512,0,0,1,0,0.08052361065840993,0,0,1,1,0
Sunny,1.7634299895003074,2.1831548219502674,-0.05985290089770597,2.218298936941507,1,0,0,0,0.22154546428679137,-1.3109522623948924,0,0,1,0,-0.3144011040357031,1,0,0,0,1
Sunny,0.9665961443154476,-0.6505759660820112,-1.3110764400262203,-0.7325099370251132,1,0,0,0,0.27891492626272363,1.1964949555258777,1,0,0,0,-0.11693874668864658,0,1,0,0,1
Cloudy,-0.11999546275481575,0.48291634913090037,-0.15610086544605323,-0.003486568162771831,0,0,1,0,0.06147067282224662,-1.0323470159592512,0,1,0,0,-0.5118634613827596,1,0,0,1,0
Sunny,-0.627071546054272,1.461841530451142,-1.214828475477873,1.3156985754928936,0,0,0,1,-0.024723445658664536,-0.75374176952361,0,0,0,1,1.660222469434862,0,1,0,0,1
Cloudy,-0.9168293079396755,2.0801100660218212,1.1913706382308085,1.6628525606654372,0,0,1,0,-0.3028953734834211,2.310915941268442,0,1,0,0,0.6729106826995794,1,0,0,1,0
Cloudy,0.3870806205446405,0.07073732541711435,-0.05985290089770597,0.17009042442349992,0,0,0,1,-0.11063771310554703,-1.0323470159592512,0,0,1,0,-0.5118634613827596,0,0,1,1,0
Cloudy,-0.11999546275481575,0.6374834830235702,-0.6373406881877896,0.23952122145800864,0,0,0,1,-0.07341752557969837,-0.47513652308796894,0,1,0,0,-0.5118634613827596,1,0,0,1,0
Cloudy,1.256353906200851,1.8740205541649282,-0.829836617284484,2.600168320631304,0,0,1,0,-0.0056935753446987905,-1.3109522623948924,0,1,0,0,0.27798596800546643,1,0,0,1,0
Sunny,0.024883418187886024,0.37987159320245384,-1.1185805109295257,-0.8366561325768763,1,0,0,0,0.4146426777667515,0.0820739697833133,0,0,0,1,0.27798596800546643,1,0,0,0,1
Cloudy,-0.7719504269969738,0.37987159320245384,0.4213869218440303,-0.14234816223178925,0,0,0,1,-0.20774602191358282,-0.47513652308796894,0,0,1,0,-0.3144011040357031,1,0,0,1,0
Cloudy,-0.4097532246402193,0.8950953728446863,-0.9260845818328313,0.10065962738899123,0,0,1,0,-0.19571242745034031,-0.47513652308796894,0,0,1,0,-0.11693874668864658,0,1,0,1,0
Sunny,0.7492778229013949,-0.49600883218934144,0.8063787800374194,0.8296829962513327,0,0,0,1,4.858956949180172,2.0323106948328014,1,0,0,0,2.2526095414760317,0,1,0,0,1
Cloudy,-0.627071546054272,0.8950953728446863,0.4213869218440303,-0.6283637414733502,0,0,1,0,-0.04067495459831487,-1.0323470159592512,0,1,0,0,-0.3144011040357031,0,1,0,1,0
Cloudy,-0.3373137841688684,0.2253044593097841,-1.0223325463811785,-0.5589329444388415,0,0,0,1,0.05531395007360943,-0.47513652308796894,0,1,0,0,0.4754483253525229,1,0,0,1,0
Cloudy,-1.0617081888823774,0.07073732541711435,-0.3485967945427477,-0.038201966680026185,0,0,1,0,0.1476647913031546,-1.0323470159592512,0,1,0,0,-0.709325818729816,0,1,0,1,0
Cloudy,-0.627071546054272,0.019214947452891096,-1.214828475477873,-0.2464943577835523,0,0,1,0,-0.06586154766091781,-0.75374176952361,1,0,0,0,-0.9067881760768726,1,0,0,1,0
Sunny,0.9665961443154476,-1.9901577931518157,-1.1185805109295257,-0.6630791399906045,1,0,0,0,0.4062471467458849,-0.1965312766523278,0,0,0,1,0.6729106826995794,0,0,1,0,1
Sunny,0.3870806205446405,-1.1657997457242437,-0.5410927236394423,-1.0449485236804024,1,0,0,0,0.3586724709609658,0.36067921621895443,0,0,0,1,0.4754483253525229,1,0,0,0,1
Cloudy,-1.2065870698250791,-0.0838298084755554,-0.444844759091095,-0.45478674888707843,0,0,0,1,0.1722916822977002,-1.3109522623948924,0,0,1,0,0.08052361065840993,0,1,0,1,0
Cloudy,-0.047556022283464866,0.27682683727400736,-1.0223325463811785,0.3436674170097717,0,0,0,1,-0.22845499843172382,-0.47513652308796894,0,0,1,0,0.27798596800546643,0,0,1,1,0
Cloudy,-3.3073308434942548,0.5859611050593468,0.7101308154890721,-0.6977945385078589,0,0,0,1,4.729945622492832,2.310915941268442,0,0,1,0,1.265297754740749,0,1,0,1,0
Cloudy,0.45952006101599135,0.6374834830235702,-0.6373406881877896,0.3436674170097717,0,0,0,1,-0.34151481617941315,-0.47513652308796894,0,0,1,0,-0.11693874668864658,0,0,1,1,0
Sunny,0.7492778229013949,-0.7536207220104577,-0.3485967945427477,-0.8713715310941307,0,0,0,1,0.04971692939302959,-0.1965312766523278,0,0,1,0,0.870373040046636,0,1,0,0,1
Sunny,-0.4097532246402193,-0.0838298084755554,-0.444844759091095,-1.0449485236804024,1,0,0,0,0.3485978337359271,-0.1965312766523278,1,0,0,0,0.27798596800546643,0,0,1,0,1
Sunny,-0.5546321055829211,-1.9901577931518157,0.13264302819898854,-0.8713715310941307,1,0,0,0,0.3888963826360944,0.0820739697833133,0,1,0,0,0.870373040046636,0,1,0,0,1
Sunny,1.4012327871435528,0.6890058609877934,0.8063787800374194,2.634883719148559,1,0,0,0,0.15913868369834297,1.7537054483971601,1,0,0,0,0.870373040046636,0,1,0,0,1
Sunny,0.8217172633727458,-0.8566654779389041,-0.829836617284484,-0.45478674888707843,0,0,0,1,-0.05942497387825194,0.36067921621895443,0,0,0,1,-0.5118634613827596,0,1,0,0,1
Sunny,0.09732285865923691,-0.6505759660820112,-0.2523488299944005,-0.801940734059622,1,0,0,0,0.033205718385325086,-0.1965312766523278,0,1,0,0,-0.3144011040357031,0,1,0,0,1
Sunny,0.8217172633727458,-1.5264563914738065,-1.3110764400262203,-0.5589329444388415,1,0,0,0,0.10540728516478663,-0.1965312766523278,0,1,0,0,-0.5118634613827596,1,0,0,0,1
Sunny,-0.11999546275481575,-1.835590659259146,-0.829836617284484,-0.6630791399906045,1,0,0,0,0.031246761147121188,-0.1965312766523278,0,0,1,0,0.08052361065840993,1,0,0,0,1
Sunny,-2.872694200666149,-1.7840682812949227,-0.829836617284484,0.6213906051478065,0,0,0,1,0.06622814040073727,-0.75374176952361,0,0,1,0,-0.3144011040357031,0,1,0,0,1
Cloudy,-0.26487434369751756,0.9981401287731329,-0.05985290089770597,-0.17706356074904359,0,0,0,1,-0.24524606047346015,-0.47513652308796894,0,0,1,0,-0.3144011040357031,1,0,0,1,0
Sunny,0.6043989419586931,-1.3203668796169135,0.2288909927473358,-1.0449485236804024,0,0,0,1,0.3416015578852039,0.0820739697833133,0,0,1,0,0.6729106826995794,1,0,0,0,1
Cloudy,-0.4821926651115702,-0.032307430511332155,0.03639506365064129,-0.5589329444388415,0,0,1,0,0.15717972646013906,-1.0323470159592512,1,0,0,0,0.08052361065840993,0,1,0,1,0
Cloudy,-3.3797702839656054,-1.6810235253664763,0.03639506365064129,-0.42007135036982407,0,1,0,0,-3.7680108768296137,1.1964949555258777,0,1,0,0,2.450071898823088,0,0,1,1,0
Sunny,0.5319595014873423,-0.9597102338673507,-0.05985290089770597,-0.9408023281286394,0,0,0,1,-0.0026152139703801936,0.9178897090902367,0,0,1,0,0.870373040046636,0,1,0,0,1
Sunny,0.45952006101599135,-1.7840682812949227,0.5176348863923775,-1.0796639221976567,1,0,0,0,0.17425063953590408,1.1964949555258777,0,0,1,0,-0.11693874668864658,0,0,1,0,1
Sunny,0.8941567038440967,-1.6810235253664763,0.32513895729568304,-0.45478674888707843,1,0,0,0,0.2643626724932199,0.0820739697833133,0,0,1,0,0.6729106826995794,0,1,0,0,1
Cloudy,-1.0617081888823774,0.7405282389520166,-0.829836617284484,0.031228830354482522,0,0,0,1,-0.005133873276638261,-1.0323470159592512,0,1,0,0,-0.709325818729816,0,1,0,1,0
Cloudy,-0.4097532246402193,0.5344387270951236,0.8063787800374194,-0.21177895926629794,0,0,1,0,-0.37285813199065326,-0.47513652308796894,0,0,1,0,-0.3144011040357031,0,1,0,1,0
Cloudy,-0.26487434369751756,-0.3929640762608949,0.13264302819898854,-0.21177895926629794,0,0,0,1,0.12751551685307097,-1.0323470159592512,0,1,0,0,-0.3144011040357031,0,0,1,1,0
Sunny,0.676838382430044,0.27682683727400736,-0.6373406881877896,0.760252199216824,0,1,0,0,-2.0094269789918253,0.0820739697833133,1,0,0,0,0.4754483253525229,0,0,1,0,1
Cloudy,0.1697622991305878,-0.032307430511332155,-1.1185805109295257,0.30895201849251736,0,0,0,1,-0.3804141099094338,-0.75374176952361,0,0,1,0,-0.3144011040357031,0,1,0,1,0
Sunny,-0.047556022283464866,-1.9386354151875924,-1.1185805109295257,-0.801940734059622,1,0,0,0,0.4154822308688375,0.36067921621895443,1,0,0,0,-0.5118634613827596,0,1,0,0,1
Cloudy,0.6043989419586931,0.9981401287731329,0.9988747091341139,1.8711449517689631,0,0,0,1,0.10232892379046804,0.36067921621895443,0,0,0,1,-1.894099962812155,0,1,0,1,0
Sunny,1.0390355847867985,1.8740205541649282,1.768858425520892,2.5307375235967955,1,0,0,0,0.1160416244578858,0.0820739697833133,0,1,0,0,-1.3017128907709856,1,0,0,0,1
Sunny,0.3870806205446405,-1.6810235253664763,-0.15610086544605323,-0.9408023281286394,1,0,0,0,0.4339523991147491,0.36067921621895443,0,0,1,0,0.870373040046636,1,0,0,0,1
Cloudy,0.45952006101599135,0.9466177508089096,-0.6373406881877896,0.4825290110787891,0,0,1,0,0.06231022592433265,-1.3109522623948924,0,0,0,1,-0.9067881760768726,1,0,0,1,0
Cloudy,0.024883418187886024,0.32834921523823063,-0.15610086544605323,0.4130982140442804,0,0,0,1,0.08973562725916816,-0.75374176952361,1,0,0,0,-0.9067881760768726,0,1,0,1,0
Cloudy,-0.6995109865256228,0.2253044593097841,-1.214828475477873,-0.5936483429560958,0,0,0,1,-0.33199988102242867,-1.3109522623948924,0,0,0,1,0.6729106826995794,0,1,0,1,0
Sunny,-0.4821926651115702,-1.217322123688467,-1.214828475477873,-0.45478674888707843,0,0,0,1,0.44850465288425284,-0.1965312766523278,0,0,0,1,-0.11693874668864658,0,0,1,0,1
Sunny,0.3870806205446405,0.2253044593097841,-0.6373406881877896,-0.5936483429560958,1,0,0,0,0.2509298228598308,0.36067921621895443,1,0,0,0,-0.3144011040357031,1,0,0,0,1
Sunny,0.024883418187886024,-1.3203668796169135,-0.05985290089770597,0.031228830354482522,0,1,0,0,-5.305792308818577,-1.5895575088305334,0,0,1,0,-0.9067881760768726,0,0,1,0,1
Cloudy,-0.5546321055829211,0.4313939711666771,-1.4073244045745676,0.5519598081132978,0,0,0,1,-0.09860411864230131,-0.47513652308796894,0,0,0,1,-0.11693874668864658,0,0,1,1,0
Cloudy,0.3870806205446405,0.32834921523823063,0.03639506365064129,0.44781361256153474,0,0,0,1,0.1487841954392725,-1.3109522623948924,0,0,1,0,0.6729106826995794,1,0,0,1,0
Sunny,-0.047556022283464866,-0.4444864542251182,-0.5410927236394423,-0.5936483429560958,1,0,0,0,-0.02500329669269321,1.1964949555258777,0,1,0,0,0.4754483253525229,0,0,1,0,1
Cloudy,-1.1341476293537283,0.5344387270951236,-0.5410927236394423,-0.10763276371453488,0,0,1,0,-0.03871599736011097,-0.47513652308796894,1,0,0,0,0.4754483253525229,0,1,0,1,0
Sunny,-2.8002547601947985,0.5344387270951236,1.095122673682461,-0.038201966680026185,0,0,0,1,1.8897374781332352,-1.5895575088305334,0,1,0,0,-0.9067881760768726,0,1,0,0,1
Sunny,0.5319595014873423,-0.49600883218934144,-0.7335886527361368,-0.6630791399906045,0,0,0,1,0.0698662038431132,-0.1965312766523278,0,1,0,0,0.27798596800546643,0,0,1,0,1
Sunny,-0.19243490322616663,-0.3929640762608949,-0.7335886527361368,-0.906086929611385,1,0,0,0,0.2078327636193736,1.1964949555258777,0,0,0,1,0.08052361065840993,0,0,1,0,1
Sunny,1.1839144657295002,0.27682683727400736,0.32513895729568304,-0.5936483429560958,0,0,0,1,0.3346052820344807,-0.1965312766523278,0,0,1,0,0.4754483253525229,0,1,0,0,1
Sunny,-0.11999546275481575,1.3072743965584723,1.8651063900692393,2.218298936941507,1,0,0,0,0.06007141765210007,-0.1965312766523278,0,1,0,0,2.450071898823088,0,0,1,0,1
Cloudy,-0.5546321055829211,0.4313939711666771,-0.6373406881877896,-0.17706356074904359,0,0,1,0,-0.09104814072352074,-1.0323470159592512,0,1,0,0,0.27798596800546643,1,0,0,1,0
Sunny,0.024883418187886024,-0.28991932033244844,0.13264302819898854,-0.5589329444388415,1,0,0,0,0.06762739557088064,0.0820739697833133,0,0,1,0,0.6729106826995794,1,0,0,0,1
Cloudy,-0.4821926651115702,0.1222597033813376,-1.0223325463811785,0.031228830354482522,0,0,0,1,0.02481018736445532,-0.47513652308796894,1,0,0,0,-0.11693874668864658,0,0,1,1,0
Sunny,0.024883418187886024,0.2253044593097841,-0.444844759091095,-1.0449485236804024,1,0,0,0,-0.09104814072352074,1.1964949555258777,0,0,0,1,0.08052361065840993,1,0,0,0,1
Sunny,0.8217172633727458,0.5344387270951236,-0.5410927236394423,-0.7325099370251132,1,0,0,0,-0.038995848394139644,0.6392844626545956,0,0,0,1,0.08052361065840993,1,0,0,0,1
Sunny,-2.9451336411375,-0.34144169829667165,-0.3485967945427477,1.4892755680791654,0,1,0,0,1.471919884328043,2.310915941268442,0,1,0,0,0.08052361065840993,0,1,0,0,1
Cloudy,-0.11999546275481575,-0.23839694236822517,1.095122673682461,0.4825290110787891,0,0,0,1,-0.06726080283106117,-1.3109522623948924,1,0,0,0,-0.5118634613827596,0,0,1,1,0
Cloudy,0.09732285865923691,-0.3929640762608949,0.8063787800374194,-0.6283637414733502,0,0,0,1,0.07574307555772172,-0.75374176952361,0,0,0,1,-0.9067881760768726,1,0,0,1,0
Sunny,0.7492778229013949,-1.887113037223369,-0.444844759091095,-0.8713715310941307,1,0,0,0,0.07826173486397979,0.6392844626545956,1,0,0,0,0.6729106826995794,0,1,0,0,1
Cloudy,-0.4821926651115702,-0.0838298084755554,-0.9260845818328313,0.44781361256153474,0,0,0,1,-0.16296985646895681,-1.3109522623948924,1,0,0,0,-0.709325818729816,1,0,0,1,0
Sunny,3.3570976798700274,2.1831548219502674,2.057602319165934,1.5239909665964197,0,0,0,1,-0.08209290763459363,0.0820739697833133,0,1,0,0,-1.3017128907709856,1,0,0,0,1
Sunny,0.8941567038440967,-1.9386354151875924,-0.3485967945427477,-0.8713715310941307,1,0,0,0,-0.07901454626027822,0.36067921621895443,1,0,0,0,0.6729106826995794,0,1,0,0,1
Sunny,0.5319595014873423,-0.8566654779389041,-0.2523488299944005,-0.7325099370251132,1,0,0,0,0.300183604848922,-0.1965312766523278,0,0,1,0,0.08052361065840993,1,0,0,0,1
Cloudy,-0.627071546054272,0.7920506169162399,-0.15610086544605323,0.17009042442349992,0,0,1,0,0.1283550699551602,-1.0323470159592512,0,0,0,1,-0.11693874668864658,1,0,0,1,0
Cloudy,0.31464118007328956,0.6374834830235702,1.2876186027791556,-0.28120975630080663,0,0,0,1,-0.37705589750108653,-0.47513652308796894,0,0,1,0,-0.5118634613827596,0,0,1,1,0
Cloudy,-1.7136631531245352,-0.0838298084755554,-0.05985290089770597,1.0379753873548587,0,0,0,1,0.8906692866499588,0.9178897090902367,0,0,0,1,2.450071898823088,0,1,0,1,0
Cloudy,-1.0617081888823774,-0.34144169829667165,0.8063787800374194,0.4130982140442804,0,0,0,1,-0.2877834176458568,-0.75374176952361,0,0,1,0,0.4754483253525229,1,0,0,1,0
Cloudy,-0.6995109865256228,0.7405282389520166,0.8063787800374194,-0.6977945385078589,0,0,1,0,-0.20410795847120689,-1.3109522623948924,0,1,0,0,0.08052361065840993,0,1,0,1,0
Sunny,1.1114750252581493,-1.4749340135095832,-0.3485967945427477,-0.8713715310941307,1,0,0,0,0.40260908330351214,-0.1965312766523278,0,0,1,0,-0.709325818729816,0,1,0,0,1
Cloudy,-0.9892687484110264,0.7405282389520166,1.095122673682461,0.274236619975263,0,0,1,0,0.08973562725916816,-1.3109522623948924,1,0,0,0,0.27798596800546643,1,0,0,1,0
Cloudy,-1.27902651029643,-0.28991932033244844,-0.2523488299944005,0.3783828155270261,0,0,0,1,-0.22397738188726185,-0.47513652308796894,0,0,1,0,-0.709325818729816,0,0,1,1,0
Cloudy,-0.3373137841688684,0.8435729948804631,1.095122673682461,0.5519598081132978,0,0,0,1,0.12443715547875556,-1.0323470159592512,0,0,0,1,0.4754483253525229,0,1,0,1,0
Cloudy,3.501976560812729,1.6679310423080351,1.1913706382308085,1.732283357699946,0,0,0,1,0.039922143202016445,-1.3109522623948924,1,0,0,0,-0.11693874668864658,0,1,0,1,0
Cloudy,-1.3514659507677809,1.204229640630026,1.768858425520892,2.600168320631304,0,0,1,0,-0.06362273938868523,-0.47513652308796894,0,0,1,0,-2.683949392200381,0,1,0,1,0
Cloudy,0.3870806205446405,1.9255429321291515,3.308825858294448,2.2530143354587606,0,0,0,1,-0.09916382071035866,-0.1965312766523278,0,0,0,1,-2.0915623201592117,0,0,1,1,0
Cloudy,-0.19243490322616663,0.48291634913090037,-1.4073244045745676,0.17009042442349992,0,0,1,0,-0.15933179302658085,-1.0323470159592512,0,0,0,1,0.08052361065840993,0,0,1,1,0
Cloudy,-0.26487434369751756,0.2253044593097841,1.3838665673275028,0.5172444095960435,0,0,0,1,0.06790724660490931,-1.3109522623948924,0,1,0,0,-0.709325818729816,0,0,1,1,0
Cloudy,-0.8443898674683247,0.4313939711666771,-0.15610086544605323,-0.07291736519728054,0,0,0,1,-0.057186165606019364,-0.47513652308796894,0,0,1,0,-0.5118634613827596,0,1,0,1,0
Cloudy,-0.4097532246402193,0.17378208134556086,0.32513895729568304,-0.21177895926629794,0,0,0,1,0.16893346988935293,-1.3109522623948924,1,0,0,0,0.6729106826995794,0,1,0,1,0
Cloudy,-0.4097532246402193,-0.13535218643977867,-1.3110764400262203,-0.10763276371453488,0,0,0,1,0.15829913059625375,-1.3109522623948924,0,1,0,0,-0.11693874668864658,0,1,0,1,0
Sunny,0.024883418187886024,-0.6505759660820112,0.13264302819898854,-0.7325099370251132,1,0,0,0,-0.10028322484647653,0.0820739697833133,0,0,0,1,-0.709325818729816,1,0,0,0,1
Cloudy,0.1697622991305878,-0.3929640762608949,-0.829836617284484,0.5519598081132978,0,0,0,1,-0.0353577849517637,-0.75374176952361,1,0,0,0,-0.3144011040357031,0,1,0,1,0
Sunny,0.6043989419586931,0.1222597033813376,-0.9260845818328313,-0.6283637414733502,1,0,0,0,0.1557804712899957,-0.1965312766523278,0,0,0,1,-0.5118634613827596,1,0,0,0,1
Cloudy,-0.3373137841688684,-0.0838298084755554,0.9988747091341139,-0.3853559518525697,0,0,1,0,-0.13498475306606394,-1.0323470159592512,1,0,0,0,0.27798596800546643,0,0,1,1,0
Cloudy,0.3870806205446405,-0.28991932033244844,-0.2523488299944005,0.4130982140442804,0,0,0,1,-0.06977946213732243,-1.0323470159592512,0,1,0,0,-0.709325818729816,0,0,1,1,0
Cloudy,1.98074831091436,1.9255429321291515,-0.829836617284484,1.8017141547344544,0,0,0,1,-0.18004076954471865,1.7537054483971601,0,1,0,0,0.4754483253525229,0,0,1,1,0
Cloudy,1.1839144657295002,-1.7840682812949227,-0.9260845818328313,2.2530143354587606,0,0,0,1,-5.830792848656848,-1.5895575088305334,0,0,1,0,0.27798596800546643,0,1,0,1,0
Cloudy,0.1697622991305878,-0.28991932033244844,-1.0223325463811785,-0.35064055333531535,0,0,1,0,-0.2558803997665593,-1.0323470159592512,0,1,0,0,0.27798596800546643,1,0,0,1,0
Cloudy,0.09732285865923691,0.6374834830235702,0.03639506365064129,-0.35064055333531535,0,0,0,1,-0.30597373485773655,-1.3109522623948924,1,0,0,0,0.27798596800546643,0,1,0,1,0
Cloudy,-0.3373137841688684,0.5859611050593468,0.4213869218440303,0.20480582294075428,0,0,0,1,0.16249689610668705,-1.3109522623948924,0,0,1,0,-0.11693874668864658,0,0,1,1,0
Cloudy,-0.4097532246402193,0.37987159320245384,-0.05985290089770597,-0.315925154818061,0,0,1,0,-0.22677589222755176,-1.0323470159592512,0,0,0,1,0.4754483253525229,1,0,0,1,0
Cloudy,1.98074831091436,2.286199577878714,2.923834000101059,2.1835835384242523,0,0,0,1,-0.17752211023846057,-0.1965312766523278,0,0,0,1,0.27798596800546643,1,0,0,1,0
Sunny,0.676838382430044,-0.9597102338673507,-1.0223325463811785,-0.6630791399906045,0,0,0,1,0.13171328236350746,-0.1965312766523278,0,1,0,0,1.0678353973936925,0,1,0,0,1
Cloudy,-0.3373137841688684,0.4313939711666771,0.32513895729568304,-0.3853559518525697,0,0,1,0,-0.31045135140220165,-1.3109522623948924,0,1,0,0,-0.3144011040357031,0,0,1,1,0
Cloudy,0.1697622991305878,0.07073732541711435,0.9026267445857666,-0.6283637414733502,0,0,1,0,-0.13162654065771667,-1.3109522623948924,1,0,0,0,-0.5118634613827596,0,0,1,1,0
Cloudy,-0.047556022283464866,0.8435729948804631,2.6350901064560173,1.3156985754928936,0,0,0,1,-0.36082453752740756,0.0820739697833133,0,1,0,0,-1.104250533423929,1,0,0,1,0
Sunny,0.7492778229013949,-0.5475312101535647,-0.7335886527361368,-0.9408023281286394,1,0,0,0,-0.04179435873442956,-0.1965312766523278,1,0,0,0,0.870373040046636,0,0,1,0,1
Sunny,-0.5546321055829211,0.1222597033813376,-1.214828475477873,-0.9755177266458938,1,0,0,0,0.159978236800429,0.0820739697833133,0,0,1,0,0.6729106826995794,0,0,1,0,1
Cloudy,-1.27902651029643,0.5859611050593468,0.9026267445857666,-0.07291736519728054,0,0,1,0,-0.009891340855132083,-0.75374176952361,0,0,0,1,-0.5118634613827596,0,1,0,1,0
Cloudy,-0.4097532246402193,0.8435729948804631,0.5176348863923775,-0.038201966680026185,0,0,1,0,-0.36278349476561145,-0.47513652308796894,0,0,0,1,-0.11693874668864658,0,1,0,1,0
Cloudy,-1.2065870698250791,-0.4444864542251182,-1.1185805109295257,-0.6283637414733502,0,0,1,0,0.06147067282224662,-0.75374176952361,0,0,0,1,-0.3144011040357031,0,0,1,1,0
Cloudy,-0.19243490322616663,-0.23839694236822517,-0.05985290089770597,0.5172444095960435,0,0,0,1,-0.07341752557969837,-0.75374176952361,0,1,0,0,-0.11693874668864658,0,1,0,1,0
Cloudy,0.2422017396019387,-1.1657997457242437,-1.214828475477873,2.1835835384242523,0,0,1,0,-1.9165164356942226,1.7537054483971601,0,0,0,1,-1.894099962812155,0,0,1,1,0
Sunny,0.5319595014873423,-1.062754989795797,-1.214828475477873,1.8711449517689631,0,0,1,0,-4.006164106788232,1.475100201961519,0,0,1,0,-0.709325818729816,0,0,1,0,1
Sunny,0.676838382430044,-1.7325459033306994,0.4213869218440303,-0.906086929611385,0,0,0,1,0.40260908330351214,0.0820739697833133,0,1,0,0,0.6729106826995794,0,1,0,0,1
Sunny,-0.3373137841688684,-1.9386354151875924,-1.4073244045745676,-0.5589329444388415,1,0,0,0,0.333485877898366,0.0820739697833133,1,0,0,0,0.6729106826995794,0,1,0,0,1
Sunny,-0.047556022283464866,-0.34144169829667165,-0.3485967945427477,-0.6977945385078589,1,0,0,0,0.3480381316678698,1.475100201961519,0,0,1,0,0.870373040046636,0,0,1,0,1
Cloudy,-0.5546321055829211,-0.1868745644040019,-0.15610086544605323,0.3436674170097717,0,0,1,0,-0.19767138468854104,-1.3109522623948924,0,1,0,0,0.4754483253525229,1,0,0,1,0
Cloudy,-0.8443898674683247,0.37987159320245384,1.1913706382308085,-0.45478674888707843,0,0,1,0,-0.1263093710111655,-1.0323470159592512,1,0,0,0,-0.9067881760768726,1,0,0,1,0
